omega_eV,CsGeCl3_d0.1,CsGeCl3_d0.15,CsGeCl3_d0.2,CsGeBr3_d0.1,CsGeBr3_d0.15,CsGeBr3_d0.2,CsGeI3_d0.1,CsGeI3_d0.15,CsGeI3_d0.2,CsSnCl3_d0.1,CsSnCl3_d0.15,CsSnCl3_d0.2,CsSnBr3_d0.1,CsSnBr3_d0.15,CsSnBr3_d0.2,CsSnI3_d0.1,CsSnI3_d0.15,CsSnI3_d0.2,CsPbCl3_d0.1,CsPbCl3_d0.15,CsPbCl3_d0.2,CsPbBr3_d0.1,CsPbBr3_d0.15,CsPbBr3_d0.2,CsPbI3_d0.1,CsPbI3_d0.15,CsPbI3_d0.2
2.89365,-2.123157e-01,-3.033453e-01,-3.716269e-01,-2.515699e-01,-3.894329e-01,-5.238241e-01,1.864301e+00,2.258564e+00,2.236711e+00,-2.943004e-01,-4.366739e-01,-5.691030e-01,-5.222417e-01,-7.821304e-01,-1.036985e+00,1.684336e-01,-4.634474e-02,-3.299681e-01,-3.142387e-02,-4.651286e-02,-6.065981e-02,-2.078933e-01,-3.105284e-01,-4.023957e-01,4.788046e-01,5.639736e-01,4.794544e-01
2.90936,-2.165964e-01,-3.100204e-01,-3.805265e-01,-2.423861e-01,-3.778954e-01,-5.118971e-01,1.853633e+00,2.273992e+00,2.284545e+00,-2.952116e-01,-4.386969e-01,-5.729854e-01,-5.146005e-01,-7.714924e-01,-1.024146e+00,2.232883e-01,1.338802e-02,-2.740555e-01,-3.168501e-02,-4.696798e-02,-6.133761e-02,-2.073814e-01,-3.098496e-01,-4.033707e-01,5.003289e-01,5.967500e-01,5.239061e-01
2.92508,-2.206831e-01,-3.165599e-01,-3.894197e-01,-2.331113e-01,-3.656610e-01,-4.993921e-01,1.841880e+00,2.286321e+00,2.327943e+00,-2.955932e-01,-4.401023e-01,-5.763356e-01,-5.068665e-01,-7.603449e-01,-1.010525e+00,2.783793e-01,7.471496e-02,-2.161297e-01,-3.196357e-02,-4.740923e-02,-6.198163e-02,-2.072270e-01,-3.092245e-01,-4.037506e-01,5.216424e-01,6.298606e-01,5.694701e-01
2.94080,-2.245411e-01,-3.228887e-01,-3.982657e-01,-2.239857e-01,-3.530732e-01,-4.860402e-01,1.828834e+00,2.295880e+00,2.367466e+00,-2.953711e-01,-4.406530e-01,-5.787342e-01,-4.993849e-01,-7.490675e-01,-9.963177e-01,3.331164e-01,1.373305e-01,-1.564793e-01,-3.232346e-02,-4.791021e-02,-6.264471e-02,-2.074034e-01,-3.088882e-01,-4.036957e-01,5.419177e-01,6.623801e-01,6.154836e-01
2.95652,-2.281384e-01,-3.289420e-01,-4.070123e-01,-2.151133e-01,-3.404897e-01,-4.718485e-01,1.813779e+00,2.302458e+00,2.403341e+00,-2.947236e-01,-4.403717e-01,-5.800095e-01,-4.924698e-01,-7.381505e-01,-9.818714e-01,3.869184e-01,2.009044e-01,-9.528400e-02,-3.277512e-02,-4.850695e-02,-6.336812e-02,-2.076580e-01,-3.088898e-01,-4.034957e-01,5.602723e-01,6.931466e-01,6.609277e-01
2.97224,-2.314418e-01,-3.346651e-01,-4.155686e-01,-2.065145e-01,-3.281603e-01,-4.570630e-01,1.795612e+00,2.305305e+00,2.435419e+00,-2.938839e-01,-4.395160e-01,-5.802479e-01,-4.863102e-01,-7.280690e-01,-9.676902e-01,4.393010e-01,2.650547e-01,-3.267152e-02,-3.326799e-02,-4.917358e-02,-6.415486e-02,-2.077161e-01,-3.090543e-01,-4.034100e-01,5.757982e-01,7.209020e-01,7.044736e-01
2.98796,-2.344135e-01,-3.400183e-01,-4.238361e-01,-1.981914e-01,-3.162043e-01,-4.420732e-01,1.773145e+00,2.303323e+00,2.463196e+00,-2.929214e-01,-4.383597e-01,-5.796911e-01,-4.809272e-01,-7.191448e-01,-9.543525e-01,4.898941e-01,3.293388e-01,3.117207e-02,-3.372498e-02,-4.984053e-02,-6.496946e-02,-2.074514e-01,-3.090693e-01,-4.035048e-01,5.876070e-01,7.443938e-01,7.445850e-01
3.00368,-2.370098e-01,-3.449633e-01,-4.317630e-01,-1.901368e-01,-3.046389e-01,-4.272817e-01,1.745440e+00,2.295284e+00,2.485980e+00,-2.917310e-01,-4.369735e-01,-5.785966e-01,-4.762218e-01,-7.114513e-01,-9.423644e-01,5.383713e-01,3.931793e-01,9.594742e-02,-3.409264e-02,-5.043988e-02,-6.576384e-02,-2.069005e-01,-3.086871e-01,-4.036027e-01,5.949982e-01,7.624797e-01,7.797088e-01
3.01940,-2.391805e-01,-3.494401e-01,-4.393510e-01,-1.822862e-01,-2.934071e-01,-4.129414e-01,1.711972e+00,2.279995e+00,2.503068e+00,-2.901610e-01,-4.352016e-01,-5.770816e-01,-4.720334e-01,-7.048155e-01,-9.319970e-01,5.844435e-01,4.557862e-01,1.612674e-01,-3.437654e-02,-5.094948e-02,-6.650881e-02,-2.061988e-01,-3.079011e-01,-4.034259e-01,5.976349e-01,7.743165e-01,8.084810e-01
3.03512,-2.408689e-01,-3.533568e-01,-4.465916e-01,-1.744893e-01,-2.823850e-01,-3.990389e-01,1.672573e+00,2.256395e+00,2.513729e+00,-2.881198e-01,-4.328200e-01,-5.750332e-01,-4.681428e-01,-6.988970e-01,-9.231658e-01,6.279932e-01,5.162589e-01,2.266835e-01,-3.464205e-02,-5.141009e-02,-6.721170e-02,-2.055330e-01,-3.069399e-01,-4.028372e-01,5.955634e-01,7.795350e-01,8.298976e-01
3.05084,-2.420110e-01,-3.565947e-01,-4.533932e-01,-1.665569e-01,-2.713902e-01,-3.853343e-01,1.627372e+00,2.223649e+00,2.516984e+00,-2.856324e-01,-4.297181e-01,-5.722049e-01,-4.642494e-01,-6.932575e-01,-9.154258e-01,6.692282e-01,5.739231e-01,2.916684e-01,-3.497602e-02,-5.190239e-02,-6.791226e-02,-2.050772e-01,-3.061056e-01,-4.019667e-01,5.891180e-01,7.782417e-01,8.434346e-01
3.06656,-2.425301e-01,-3.590055e-01,-4.595674e-01,-1.583553e-01,-2.602363e-01,-3.715429e-01,1.576829e+00,2.181278e+00,2.511435e+00,-2.828581e-01,-4.259792e-01,-5.684424e-01,-4.599885e-01,-6.874060e-01,-9.081027e-01,7.087330e-01,6.287024e-01,3.556431e-01,-3.542740e-02,-5.249408e-02,-6.865720e-02,-2.048774e-01,-3.055976e-01,-4.011125e-01,5.788353e-01,7.708819e-01,8.490589e-01
3.08227,-2.423480e-01,-3.604159e-01,-4.648432e-01,-1.498713e-01,-2.488192e-01,-3.575070e-01,1.521791e+00,2.129344e+00,2.495377e+00,-2.800309e-01,-4.218594e-01,-5.638296e-01,-4.550338e-01,-6.808801e-01,-9.004970e-01,7.474243e-01,6.812353e-01,4.181509e-01,-3.596625e-02,-5.319146e-02,-6.946853e-02,-2.047892e-01,-3.054113e-01,-4.005254e-01,5.653946e-01,7.581320e-01,8.471170e-01
3.09799,-2.414319e-01,-3.606828e-01,-4.688841e-01,-1.411981e-01,-2.371589e-01,-3.432480e-01,1.463454e+00,2.068598e+00,2.467189e+00,-2.773479e-01,-4.176973e-01,-5.586628e-01,-4.492502e-01,-6.733765e-01,-8.920706e-01,7.864395e-01,7.326831e-01,4.791178e-01,-3.649828e-02,-5.393081e-02,-7.032971e-02,-2.045783e-01,-3.053404e-01,-4.002689e-01,5.495544e-01,7.408615e-01,8.382126e-01
3.11371,-2.398518e-01,-3.597738e-01,-4.713740e-01,-1.324624e-01,-2.253675e-01,-3.289018e-01,1.403201e+00,2.000506e+00,2.425873e+00,-2.748898e-01,-4.137703e-01,-5.533312e-01,-4.427831e-01,-6.648607e-01,-8.825594e-01,8.269644e-01,7.844189e-01,5.389959e-01,-3.693114e-02,-5.461788e-02,-7.119714e-02,-2.040942e-01,-3.050957e-01,-4.002076e-01,5.320918e-01,7.200906e-01,8.231632e-01
3.12943,-2.377834e-01,-3.578035e-01,-4.721541e-01,-1.237458e-01,-2.135784e-01,-3.146098e-01,1.342374e+00,1.927060e+00,2.371491e+00,-2.725923e-01,-4.101558e-01,-5.481687e-01,-4.360038e-01,-6.555889e-01,-8.719929e-01,8.700846e-01,8.377708e-01,5.986747e-01,-3.724276e-02,-5.519374e-02,-7.202632e-02,-2.033442e-01,-3.044821e-01,-4.000801e-01,5.137513e-01,6.969015e-01,8.029969e-01
3.14515,-2.354279e-01,-3.549952e-01,-4.712755e-01,-1.150441e-01,-2.018747e-01,-3.004514e-01,1.282024e+00,1.850430e+00,2.305303e+00,-2.702539e-01,-4.066911e-01,-5.433073e-01,-4.293589e-01,-6.460254e-01,-8.606460e-01,9.167653e-01,8.938960e-01,6.592600e-01,-3.750267e-02,-5.568432e-02,-7.280302e-02,-2.024424e-01,-3.035162e-01,-3.996411e-01,4.951641e-01,6.723322e-01,7.789006e-01
3.16087,-2.329079e-01,-3.515923e-01,-4.689304e-01,-1.062632e-01,-1.902351e-01,-2.864408e-01,1.222722e+00,1.772556e+00,2.229564e+00,-2.676262e-01,-4.030655e-01,-5.386145e-01,-4.232227e-01,-6.366974e-01,-8.489541e-01,9.679159e-01,9.538212e-01,7.218917e-01,-3.783222e-02,-5.619174e-02,-7.356214e-02,-2.015472e-01,-3.024092e-01,-3.988330e-01,4.767245e-01,6.472534e-01,7.520922e-01
3.17659,-2.302038e-01,-3.477596e-01,-4.653518e-01,-9.725670e-02,-1.785181e-01,-2.725322e-01,1.164541e+00,1.694812e+00,2.147086e+00,-2.645904e-01,-3.990020e-01,-5.337826e-01,-4.177980e-01,-6.280436e-01,-8.374064e-01,1.024333e+00,1.018570e+00,7.876893e-01,-3.832013e-02,-5.682390e-02,-7.436869e-02,-2.008263e-01,-3.014376e-01,-3.978509e-01,4.585259e-01,6.222296e-01,7.236658e-01
3.19231,-2.271898e-01,-3.435208e-01,-4.607491e-01,-8.790817e-02,-1.665112e-01,-2.585992e-01,1.107320e+00,1.617832e+00,2.060702e+00,-2.612616e-01,-3.944277e-01,-5.285109e-01,-4.130506e-01,-6.202848e-01,-8.264294e-01,1.086340e+00,1.089166e+00,8.577778e-01,-3.894409e-02,-5.760933e-02,-7.526624e-02,-2.003792e-01,-3.007841e-01,-3.970051e-01,4.404367e-01,5.974523e-01,6.944689e-01
3.20803,-2.237783e-01,-3.387862e-01,-4.552792e-01,-7.821483e-02,-1.540445e-01,-2.444305e-01,1.051050e+00,1.541659e+00,1.972719e+00,-2.579071e-01,-3.895233e-01,-5.226724e-01,-4.087145e-01,-6.133566e-01,-8.162816e-01,1.153212e+00,1.166350e+00,9.332533e-01,-3.957155e-02,-5.846386e-02,-7.623915e-02,-2.001273e-01,-3.004319e-01,-3.964791e-01,4.222415e-01,5.728220e-01,6.650435e-01
3.22375,-2.200487e-01,-3.334959e-01,-4.490452e-01,-6.830411e-02,-1.411068e-01,-2.297903e-01,9.960662e-01,1.466240e+00,1.884541e+00,-2.547742e-01,-3.846182e-01,-5.163891e-01,-4.044397e-01,-6.069560e-01,-8.069954e-01,1.222754e+00,1.250070e+00,1.015017e+00,-4.005878e-02,-5.924404e-02,-7.721927e-02,-1.998118e-01,-3.001772e-01,-3.962048e-01,4.037494e-01,5.480987e-01,6.356333e-01
3.23946,-2.162317e-01,-3.277749e-01,-4.421327e-01,-5.837279e-02,-1.278746e-01,-2.145376e-01,9.429072e-01,1.391907e+00,1.796707e+00,-2.519784e-01,-3.800126e-01,-5.099801e-01,-4.000162e-01,-6.007029e-01,-7.983995e-01,1.291467e+00,1.339007e+00,1.103521e+00,-4.036873e-02,-5.985784e-02,-7.813147e-02,-1.991600e-01,-2.997531e-01,-3.959537e-01,3.848521e-01,5.230067e-01,6.062278e-01
3.25518,-2.125726e-01,-3.219465e-01,-4.346898e-01,-4.859754e-02,-1.146299e-01,-1.987289e-01,8.920063e-01,1.319439e+00,1.709385e+00,-2.494768e-01,-3.758436e-01,-5.038059e-01,-3.954641e-01,-5.943339e-01,-7.902101e-01,1.355366e+00,1.430479e+00,1.198487e+00,-4.060997e-02,-6.035052e-02,-7.895573e-02,-1.980836e-01,-2.989633e-01,-3.955143e-01,3.655588e-01,4.973054e-01,5.766171e-01
3.27090,-2.091911e-01,-3.163688e-01,-4.270046e-01,-3.907154e-02,-1.016398e-01,-1.826158e-01,8.434954e-01,1.249725e+00,1.622972e+00,-2.470932e-01,-3.720434e-01,-4.980923e-01,-3.909056e-01,-5.877937e-01,-7.821293e-01,1.411022e+00,1.520772e+00,1.298666e+00,-4.096602e-02,-6.088718e-02,-7.976077e-02,-1.967276e-01,-2.977588e-01,-3.947831e-01,3.460036e-01,4.708863e-01,5.464716e-01
3.28662,-2.060313e-01,-3.112260e-01,-4.194661e-01,-2.978929e-02,-8.908056e-02,-1.665330e-01,7.971932e-01,1.183339e+00,1.538340e+00,-2.445917e-01,-3.683729e-01,-4.928305e-01,-3.863861e-01,-5.811602e-01,-7.739242e-01,1.456168e+00,1.605754e+00,1.401791e+00,-4.155626e-02,-6.162995e-02,-8.066472e-02,-1.953605e-01,-2.962739e-01,-3.937549e-01,3.264131e-01,4.438608e-01,5.154885e-01
3.30234,-2.029380e-01,-3.064434e-01,-4.123861e-01,-2.066886e-02,-7.702502e-02,-1.507837e-01,7.527396e-01,1.120297e+00,1.456580e+00,-2.417979e-01,-3.645212e-01,-4.877956e-01,-3.818327e-01,-5.744973e-01,-7.654883e-01,1.489690e+00,1.681523e+00,1.504741e+00,-4.232798e-02,-6.260090e-02,-8.173948e-02,-1.942253e-01,-2.947978e-01,-3.925171e-01,3.070582e-01,4.165538e-01,4.835789e-01
3.31806,-1.998084e-01,-3.017938e-01,-4.058246e-01,-1.158666e-02,-6.545795e-02,-1.355972e-01,7.098397e-01,1.060110e+00,1.378523e+00,-2.387102e-01,-3.602706e-01,-4.826564e-01,-3.771432e-01,-5.677854e-01,-7.568519e-01,1.511383e+00,1.744978e+00,1.603841e+00,-4.308162e-02,-6.364649e-02,-8.293837e-02,-1.934292e-01,-2.936404e-01,-3.912731e-01,2.882196e-01,3.894079e-01,4.509818e-01
3.33378,-1.966794e-01,-2.971074e-01,-3.995808e-01,-2.398445e-03,-5.429316e-02,-1.211283e-01,6.684852e-01,1.002105e+00,1.304413e+00,-2.355163e-01,-3.556499e-01,-4.771403e-01,-3.722720e-01,-5.609648e-01,-7.481176e-01,1.521788e+00,1.794313e+00,1.695297e+00,-4.362477e-02,-6.454674e-02,-8.411639e-02,-1.928847e-01,-2.929458e-01,-3.902930e-01,2.701486e-01,3.628799e-01,4.182221e-01
3.34950,-1.936649e-01,-2.924000e-01,-3.933610e-01,7.073167e-03,-4.338278e-02,-1.074349e-01,6.289835e-01,9.458487e-01,1.233838e+00,-2.324925e-01,-3.509517e-01,-4.712052e-01,-3.672385e-01,-5.540055e-01,-7.393769e-01,1.522093e+00,1.829288e+00,1.775776e+00,-4.392847e-02,-6.519095e-02,-8.513878e-02,-1.923263e-01,-2.925733e-01,-3.897434e-01,2.530049e-01,3.373571e-01,3.859474e-01
3.36522,-1.908306e-01,-2.878155e-01,-3.870008e-01,1.707956e-02,-3.250947e-02,-9.443984e-02,5.917737e-01,8.914105e-01,1.165931e+00,-2.298584e-01,-3.465793e-01,-4.651203e-01,-3.621029e-01,-5.469288e-01,-7.306778e-01,1.513913e+00,1.851041e+00,1.843028e+00,-4.415921e-02,-6.567935e-02,-8.599845e-02,-1.914280e-01,-2.921392e-01,-3.895297e-01,2.368390e-01,3.130747e-01,3.547431e-01
3.38094,-1.881426e-01,-2.834687e-01,-3.805688e-01,2.796891e-02,-2.136515e-02,-8.192107e-02,5.571827e-01,8.392910e-01,1.099840e+00,-2.276825e-01,-3.428265e-01,-4.593506e-01,-3.569544e-01,-5.397861e-01,-7.220335e-01,1.498949e+00,1.861465e+00,1.896259e+00,-4.456102e-02,-6.626152e-02,-8.684163e-02,-1.899669e-01,-2.912187e-01,-3.893084e-01,2.216848e-01,2.900991e-01,3.249973e-01
3.39666,-1.855073e-01,-2.793501e-01,-3.742734e-01,4.014518e-02,-9.550864e-03,-6.954444e-02,5.252497e-01,7.901024e-01,1.035288e+00,-2.258705e-01,-3.397332e-01,-4.542922e-01,-3.518846e-01,-5.326355e-01,-7.134267e-01,1.478664e+00,1.862543e+00,1.936024e+00,-4.526937e-02,-6.714887e-02,-8.786780e-02,-1.879358e-01,-2.895852e-01,-3.886750e-01,2.076971e-01,2.684622e-01,2.968598e-01
3.41237,-1.828254e-01,-2.753317e-01,-3.682693e-01,5.398435e-02,3.369946e-03,-5.691745e-02,4.956418e-01,7.442258e-01,9.727817e-01,-2.242050e-01,-3.370797e-01,-4.500405e-01,-3.469226e-01,-5.255221e-01,-7.048035e-01,1.454105e+00,1.855934e+00,1.963739e+00,-4.620003e-02,-6.834528e-02,-8.917720e-02,-1.855514e-01,-2.873251e-01,-3.873955e-01,1.951882e-01,2.483562e-01,2.703401e-01
3.42809,-1.800314e-01,-2.712309e-01,-3.625210e-01,6.977577e-02,1.778737e-02,-4.364314e-02,4.676854e-01,7.015872e-01,9.132766e-01,-2.224077e-01,-3.344891e-01,-4.463395e-01,-3.419780e-01,-5.184301e-01,-6.960805e-01,1.425957e+00,1.842859e+00,1.981138e+00,-4.711222e-02,-6.963614e-02,-9.068358e-02,-1.831586e-01,-2.847772e-01,-3.855312e-01,1.845111e-01,2.301885e-01,2.455136e-01
3.44381,-1.771252e-01,-2.669133e-01,-3.568008e-01,8.772403e-02,3.398737e-02,-2.935967e-02,4.405247e-01,6.615765e-01,8.575738e-01,-2.202330e-01,-3.315662e-01,-4.427127e-01,-3.368489e-01,-5.112256e-01,-6.871566e-01,1.394715e+00,1.824179e+00,1.989870e+00,-4.779489e-02,-7.075027e-02,-9.216526e-02,-1.810508e-01,-2.823646e-01,-3.833938e-01,1.758833e-01,2.144265e-01,2.226721e-01
3.45953,-1.741834e-01,-2.623985e-01,-3.508419e-01,1.079916e-01,5.214747e-02,-1.375942e-02,4.133506e-01,6.231271e-01,8.058719e-01,-2.175804e-01,-3.280390e-01,-4.386775e-01,-3.313083e-01,-5.036715e-01,-6.779127e-01,1.360845e+00,1.800549e+00,1.991317e+00,-4.821765e-02,-7.156420e-02,-9.342898e-02,-1.792830e-01,-2.803976e-01,-3.813815e-01,1.692992e-01,2.013668e-01,2.022875e-01
3.47525,-1.713325e-01,-2.578703e-01,-3.445668e-01,1.307432e-01,7.237364e-02,3.401566e-03,3.856221e-01,5.849745e-01,7.576431e-01,-2.145574e-01,-3.238732e-01,-4.339326e-01,-3.252253e-01,-4.955386e-01,-6.682135e-01,1.324859e+00,1.772515e+00,1.986551e+00,-4.853918e-02,-7.218765e-02,-9.446215e-02,-1.776033e-01,-2.788976e-01,-3.797918e-01,1.645967e-01,1.910160e-01,1.848179e-01
3.49097,-1.686927e-01,-2.535700e-01,-3.381964e-01,1.561561e-01,9.475827e-02,2.229501e-02,3.572502e-01,5.460521e-01,7.117605e-01,-2.114359e-01,-3.193019e-01,-4.284588e-01,-3.186490e-01,-4.867384e-01,-6.579407e-01,1.287339e+00,1.740587e+00,1.976333e+00,-4.899091e-02,-7.287811e-02,-9.544674e-02,-1.755666e-01,-2.775326e-01,-3.786800e-01,1.616165e-01,1.831639e-01,1.704986e-01
3.50669,-1.663310e-01,-2.496730e-01,-3.321230e-01,1.843861e-01,1.194304e-01,4.302658e-02,3.286782e-01,5.058888e-01,6.667695e-01,-2.085286e-01,-3.147367e-01,-4.225278e-01,-3.117873e-01,-4.773796e-01,-6.470509e-01,1.248888e+00,1.705297e+00,1.961111e+00,-4.972625e-02,-7.386332e-02,-9.662622e-02,-1.727584e-01,-2.757519e-01,-3.777982e-01,1.603326e-01,1.775716e-01,1.592624e-01
3.52241,-1.642286e-01,-2.462350e-01,-3.266715e-01,2.155113e-01,1.465621e-01,6.567302e-02,3.007617e-01,4.648292e-01,6.212705e-01,-2.060710e-01,-3.106068e-01,-4.166159e-01,-3.048845e-01,-4.677139e-01,-6.356183e-01,1.210018e+00,1.667197e+00,1.941084e+00,-5.072776e-02,-7.519622e-02,-9.813825e-02,-1.689815e-01,-2.730659e-01,-3.766647e-01,1.608793e-01,1.741314e-01,1.508465e-01
3.53813,-1.622658e-01,-2.431897e-01,-3.219511e-01,2.494777e-01,1.763300e-01,9.032667e-02,2.744743e-01,4.239429e-01,5.743747e-01,-2.041549e-01,-3.072068e-01,-4.112392e-01,-2.980968e-01,-4.580044e-01,-6.238246e-01,1.171062e+00,1.626826e+00,1.916362e+00,-5.182742e-02,-7.673156e-02,-9.993291e-02,-1.642946e-01,-2.692936e-01,-3.747838e-01,1.634932e-01,1.729178e-01,1.449946e-01
3.55385,-1.602526e-01,-2.403608e-01,-3.178658e-01,2.860613e-01,2.088597e-01,1.171002e-01,2.506215e-01,3.846557e-01,5.260862e-01,-2.027087e-01,-3.046011e-01,-4.067697e-01,-2.914564e-01,-4.484132e-01,-6.118914e-01,1.132173e+00,1.584656e+00,1.887128e+00,-5.282266e-02,-7.823106e-02,-1.018152e-01,-1.589135e-01,-2.646103e-01,-3.719150e-01,1.684530e-01,1.741434e-01,1.416063e-01
3.56957,-1.580303e-01,-2.375049e-01,-3.142031e-01,3.248647e-01,2.441725e-01,1.460925e-01,2.296875e-01,3.483104e-01,4.773811e-01,-2.015278e-01,-3.026073e-01,-4.032969e-01,-2.849236e-01,-4.389768e-01,-5.999911e-01,1.093346e+00,1.541033e+00,1.853714e+00,-5.360235e-02,-7.951795e-02,-1.035744e-01,-1.530519e-01,-2.593822e-01,-3.681946e-01,1.760910e-01,1.780964e-01,1.407710e-01
3.58528,-1.555747e-01,-2.344139e-01,-3.107049e-01,3.653735e-01,2.821469e-01,1.773586e-01,2.117735e-01,3.158601e-01,4.298622e-01,-2.003535e-01,-3.008702e-01,-4.005924e-01,-2.784451e-01,-4.296509e-01,-5.881918e-01,1.054421e+00,1.496086e+00,1.816489e+00,-5.420037e-02,-8.057673e-02,-1.051165e-01,-1.467822e-01,-2.539195e-01,-3.640124e-01,1.868573e-01,1.851368e-01,1.427216e-01
3.60100,-1.529973e-01,-2.310262e-01,-3.071143e-01,4.070702e-01,3.225216e-01,2.108993e-01,1.965803e-01,2.877345e-01,3.851836e-01,-1.989721e-01,-2.990042e-01,-3.982011e-01,-2.719749e-01,-4.203630e-01,-5.764629e-01,1.015104e+00,1.449703e+00,1.775664e+00,-5.476427e-02,-8.154899e-02,-1.065180e-01,-1.399601e-01,-2.482958e-01,-3.597381e-01,2.013558e-01,1.957586e-01,1.477871e-01
3.61672,-1.504550e-01,-2.274470e-01,-3.032478e-01,4.495684e-01,3.649629e-01,2.466574e-01,1.834574e-01,2.638043e-01,3.445926e-01,-1.972840e-01,-2.967403e-01,-3.956245e-01,-2.654825e-01,-4.110452e-01,-5.647246e-01,9.750989e-01,1.401624e+00,1.731233e+00,-5.547545e-02,-8.264960e-02,-1.079718e-01,-1.322369e-01,-2.422932e-01,-3.554975e-01,2.203030e-01,2.106317e-01,1.564100e-01
3.63244,-1.480625e-01,-2.238657e-01,-2.990682e-01,4.927211e-01,4.091756e-01,2.845253e-01,1.715514e-01,2.433868e-01,3.087322e-01,-1.953083e-01,-2.940042e-01,-3.925151e-01,-2.589679e-01,-4.016574e-01,-5.528983e-01,9.343086e-01,1.351646e+00,1.683134e+00,-5.645541e-02,-8.405316e-02,-1.096721e-01,-1.231903e-01,-2.354750e-01,-3.511229e-01,2.444389e-01,2.305523e-01,1.691972e-01
3.64816,-1.458632e-01,-2.204570e-01,-2.946938e-01,5.366478e-01,4.550066e-01,3.243787e-01,1.600272e-01,2.253473e-01,2.776137e-01,-1.931354e-01,-2.908940e-01,-3.887884e-01,-2.524556e-01,-3.921962e-01,-5.409245e-01,8.929415e-01,1.299824e+00,1.631483e+00,-5.769249e-02,-8.579604e-02,-1.117071e-01,-1.125594e-01,-2.273601e-01,-3.462569e-01,2.744368e-01,2.563276e-01,1.869083e-01
3.66388,-1.438443e-01,-2.173152e-01,-2.903362e-01,5.816459e-01,5.024949e-01,3.661360e-01,1.482791e-01,2.083602e-01,2.506647e-01,-1.908773e-01,-2.875915e-01,-3.846049e-01,-2.459522e-01,-3.826748e-01,-5.287549e-01,8.514044e-01,1.246543e+00,1.576665e+00,-5.903616e-02,-8.774609e-02,-1.140097e-01,-1.004515e-01,-2.176288e-01,-3.404981e-01,3.107979e-01,2.886775e-01,2.103514e-01
3.67960,-1.419622e-01,-2.144304e-01,-2.862000e-01,6.280052e-01,5.518374e-01,4.098229e-01,1.360405e-01,1.912790e-01,2.268332e-01,-1.886443e-01,-2.842752e-01,-3.802434e-01,-2.394250e-01,-3.730928e-01,-5.163528e-01,8.101015e-01,1.192387e+00,1.519272e+00,-6.027984e-02,-8.967073e-02,-1.163901e-01,-8.733428e-02,-2.062643e-01,-3.335158e-01,3.536532e-01,3.281581e-01,2.402524e-01
3.69532,-1.401513e-01,-2.117088e-01,-2.823697e-01,6.757729e-01,6.032757e-01,4.556100e-01,1.233573e-01,1.734519e-01,2.047592e-01,-1.865388e-01,-2.810854e-01,-3.759594e-01,-2.328424e-01,-3.634431e-01,-5.037175e-01,7.693630e-01,1.137923e+00,1.459963e+00,-6.128423e-02,-9.136595e-02,-1.186345e-01,-7.380901e-02,-1.935559e-01,-3.251425e-01,4.024400e-01,3.750184e-01,2.771656e-01
3.71104,-1.383279e-01,-2.090251e-01,-2.787535e-01,7.245250e-01,6.569389e-01,5.037878e-01,1.104651e-01,1.548221e-01,1.830555e-01,-1.846490e-01,-2.781351e-01,-3.719197e-01,-2.262306e-01,-3.537602e-01,-4.909164e-01,7.295609e-01,1.083648e+00,1.399330e+00,-6.205274e-02,-9.276202e-02,-1.206150e-01,-6.037725e-02,-1.799701e-01,-3.154543e-01,4.555609e-01,4.289307e-01,3.213935e-01
3.72676,-1.364192e-01,-2.062735e-01,-2.751544e-01,7.732485e-01,7.126871e-01,5.546862e-01,9.766017e-02,1.357727e-01,1.606934e-01,-1.830379e-01,-2.755211e-01,-3.682227e-01,-2.196706e-01,-3.441477e-01,-4.780963e-01,6.912332e-01,1.030137e+00,1.337890e+00,-6.271205e-02,-9.394299e-02,-1.223480e-01,-4.738510e-02,-1.659827e-01,-3.047728e-01,5.102982e-01,4.886888e-01,3.728330e-01
3.74247,-1.344073e-01,-2.034068e-01,-2.714194e-01,8.204453e-01,7.700032e-01,6.085702e-01,8.524304e-02,1.168550e-01,1.373303e-01,-1.817095e-01,-2.732949e-01,-3.649312e-01,-2.132396e-01,-3.347373e-01,-4.654584e-01,6.550107e-01,9.781886e-01,1.276240e+00,-6.342868e-02,-9.507982e-02,-1.239686e-01,-3.509309e-02,-1.519896e-01,-2.935306e-01,5.632286e-01,5.520939e-01,4.307423e-01
3.75819,-1.323396e-01,-2.004561e-01,-2.675370e-01,8.644548e-01,8.279792e-01,6.655433e-01,7.352381e-02,9.860037e-02,1.133449e-01,-1.805697e-01,-2.714047e-01,-3.620516e-01,-2.069769e-01,-3.256179e-01,-4.531987e-01,6.213624e-01,9.287287e-01,1.215259e+00,-6.431830e-02,-9.632710e-02,-1.256433e-01,-2.371212e-02,-1.383137e-01,-2.820701e-01,6.110514e-01,6.161993e-01,4.935676e-01
3.77391,-1.302870e-01,-1.975118e-01,-2.636234e-01,9.038411e-01,8.854291e-01,7.254630e-01,6.279712e-02,8.147129e-02,8.954937e-02,-1.794409e-01,-2.696706e-01,-3.594857e-01,-2.009128e-01,-3.168148e-01,-4.414403e-01,5.903711e-01,8.824800e-01,1.156082e+00,-6.538215e-02,-9.773851e-02,-1.274749e-01,-1.335024e-02,-1.252074e-01,-2.705192e-01,6.513853e-01,6.778597e-01,5.590096e-01
